log_id,aircraft_id,technician_id,maintenance_type,status,cost_usd,duration_hours,log_date,parts_replaced,notes
LOG-24323,AC-0032,TECH-0068,Hydraulic System Repair,complete,17120,11.3,2022-06-17,9,Scheduled maintenance — no anomalies
LOG-24324,AC-0123,TECH-0100,Structural Inspection,complete,7892,14.8,2022-06-17,7,
LOG-24325,AC-0019,TECH-0199,Landing Gear Service,complete,9930,8.7,2022-06-17,8,Replaced worn components — within tolerance
LOG-24326,AC-0106,TECH-0127,Hydraulic System Repair,complete,16768,13.4,2022-06-17,4,Emergency repair required — grounded aircraft
LOG-24327,AC-0067,TECH-0138,Structural Inspection,complete,4344,6.4,2022-06-17,0,Issue found during inspection — escalated
LOG-24328,AC-0089,TECH-0070,Landing Gear Service,complete,7994,9.9,2022-06-17,4,Emergency repair required — grounded aircraft
LOG-24329,AC-0060,TECH-0004,Software Update,complete,2750,1.7,2022-06-17,1,Issue found during inspection — escalated
LOG-24330,AC-0011,TECH-0021,Avionics Check,failed,11112,38.4,2022-06-17,1,Part ordered — awaiting delivery
LOG-24331,AC-0049,TECH-0042,Avionics Check,in_progress,11972,16.8,2022-06-17,0,Scheduled maintenance — no anomalies
LOG-24332,AC-0143,TECH-0084,Tire & Brake Replacement,failed,1795,64.1,2022-06-17,3,Routine check completed successfully
LOG-24333,AC-0128,TECH-0116,Engine Inspection,failed,8425,19.8,2022-06-17,0,Follow-up inspection required within 30 days
LOG-24334,AC-0061,TECH-0134,Tire & Brake Replacement,complete,993,2.2,2022-06-17,6,Part ordered — awaiting delivery
LOG-24335,AC-0143,TECH-0011,Software Update,complete,708,8.0,2022-06-17,6,Part ordered — awaiting delivery
LOG-24336,AC-0005,TECH-0119,Avionics Check,in_progress,11088,7.1,2022-06-17,4,Routine check completed successfully
LOG-24337,AC-0029,TECH-0073,Avionics Check,failed,7847,71.7,2022-06-17,3,Scheduled maintenance — no anomalies
LOG-24338,AC-0069,TECH-0140,Avionics Check,complete,8056,9.7,2022-06-17,3,
LOG-24339,AC-0150,TECH-0031,Hydraulic System Repair,complete,8880,3.2,2022-06-17,9,Routine check completed successfully
LOG-24340,AC-0013,TECH-0159,Engine Inspection,complete,13727,15.3,2022-06-17,3,Part ordered — awaiting delivery
LOG-24341,AC-0116,TECH-0171,Hydraulic System Repair,complete,17123,4.4,2022-06-17,11,Part ordered — awaiting delivery
LOG-24342,AC-0110,TECH-0186,Tire & Brake Replacement,complete,2362,6.2,2022-06-17,3,Emergency repair required — grounded aircraft
LOG-24343,AC-0080,TECH-0050,Structural Inspection,complete,6054,13.2,2022-06-17,8,All systems nominal post-maintenance
LOG-24344,AC-0100,TECH-0098,Fuel System Check,failed,4387,57.4,2022-06-17,6,All systems nominal post-maintenance
LOG-24345,AC-0017,TECH-0041,Avionics Check,complete,14815,5.6,2022-06-17,2,Scheduled maintenance — no anomalies
LOG-24346,AC-0148,TECH-0112,Structural Inspection,complete,7887,1.9,2022-06-17,8,
LOG-24347,AC-0114,TECH-0113,Tire & Brake Replacement,failed,3317,61.7,2022-06-17,4,All systems nominal post-maintenance
LOG-24348,AC-0006,TECH-0164,Structural Inspection,complete,4440,9.7,2022-06-17,8,Follow-up inspection required within 30 days
LOG-24349,AC-0022,TECH-0172,Hydraulic System Repair,complete,16431,4.2,2022-06-17,0,Emergency repair required — grounded aircraft
LOG-24350,AC-0137,TECH-0127,Software Update,complete,2342,1.8,2022-06-17,0,All systems nominal post-maintenance
LOG-24351,AC-0088,TECH-0066,Avionics Check,in_progress,6261,14.2,2022-06-17,3,Follow-up inspection required within 30 days
LOG-24352,AC-0033,TECH-0113,Tire & Brake Replacement,complete,3807,2.3,2022-06-17,7,
LOG-24353,AC-0070,TECH-0015,Hydraulic System Repair,complete,4665,4.5,2022-06-17,8,Follow-up inspection required within 30 days
LOG-24354,AC-0049,TECH-0034,Landing Gear Service,complete,10581,12.3,2022-06-17,0,Scheduled maintenance — no anomalies
LOG-24355,AC-0104,TECH-0198,Landing Gear Service,complete,10288,2.1,2022-06-17,5,All systems nominal post-maintenance
LOG-24356,AC-0102,TECH-0044,Fuel System Check,pending,5031,3.9,2022-06-17,0,Routine check completed successfully
LOG-24357,AC-0144,TECH-0161,Avionics Check,complete,10729,12.2,2022-06-17,9,Issue found during inspection — escalated
LOG-24358,AC-0106,TECH-0079,Software Update,complete,835,14.9,2022-06-17,4,Routine check completed successfully
LOG-24359,AC-0082,TECH-0099,Fuel System Check,complete,5799,10.9,2022-06-17,9,All systems nominal post-maintenance
LOG-24360,AC-0086,TECH-0092,Software Update,complete,1685,15.4,2022-06-17,3,Scheduled maintenance — no anomalies
LOG-24361,AC-0014,TECH-0106,Fuel System Check,complete,3715,13.8,2022-06-18,2,All systems nominal post-maintenance
LOG-24362,AC-0049,TECH-0134,Structural Inspection,complete,6946,5.3,2022-06-18,11,Replaced worn components — within tolerance
LOG-24363,AC-0050,TECH-0118,Software Update,complete,1384,11.0,2022-06-18,10,Follow-up inspection required within 30 days
LOG-24364,AC-0023,TECH-0040,Tire & Brake Replacement,complete,3584,4.3,2022-06-18,6,Scheduled maintenance — no anomalies
LOG-24365,AC-0066,TECH-0006,Hydraulic System Repair,complete,13512,8.0,2022-06-18,7,
LOG-24366,AC-0115,TECH-0075,Structural Inspection,complete,9586,4.1,2022-06-18,8,Emergency repair required — grounded aircraft
LOG-24367,AC-0028,TECH-0014,Fuel System Check,in_progress,2230,22.6,2022-06-18,1,Replaced worn components — within tolerance
LOG-24368,AC-0020,TECH-0123,Fuel System Check,complete,3851,10.6,2022-06-18,2,Issue found during inspection — escalated
LOG-24369,AC-0121,TECH-0005,Landing Gear Service,in_progress,8334,23.1,2022-06-18,0,
LOG-24370,AC-0097,TECH-0045,Software Update,complete,2302,13.3,2022-06-18,1,Issue found during inspection — escalated
LOG-24371,AC-0119,TECH-0187,Hydraulic System Repair,in_progress,4693,6.5,2022-06-18,9,
LOG-24372,AC-0109,TECH-0043,Hydraulic System Repair,complete,6426,9.6,2022-06-18,9,Follow-up inspection required within 30 days
LOG-24373,AC-0026,TECH-0181,Hydraulic System Repair,complete,4683,9.7,2022-06-18,9,All systems nominal post-maintenance
LOG-24374,AC-0147,TECH-0155,Tire & Brake Replacement,complete,2930,13.3,2022-06-18,0,
LOG-24375,AC-0106,TECH-0120,Avionics Check,complete,13551,8.6,2022-06-18,7,
LOG-24376,AC-0141,TECH-0197,Avionics Check,complete,11507,9.0,2022-06-18,8,Replaced worn components — within tolerance
LOG-24377,AC-0062,TECH-0069,Tire & Brake Replacement,pending,3042,3.8,2022-06-18,9,
LOG-24378,AC-0126,TECH-0048,Avionics Check,failed,5103,14.6,2022-06-18,4,Part ordered — awaiting delivery
LOG-24379,AC-0142,TECH-0111,Hydraulic System Repair,complete,5838,15.2,2022-06-18,4,
LOG-24380,AC-0139,TECH-0073,Structural Inspection,complete,6742,3.7,2022-06-18,4,
LOG-24381,AC-0067,TECH-0111,Engine Inspection,complete,12110,10.1,2022-06-18,2,Routine check completed successfully
LOG-24382,AC-0012,TECH-0025,Tire & Brake Replacement,complete,4917,11.2,2022-06-18,0,All systems nominal post-maintenance
LOG-24383,AC-0035,TECH-0136,Structural Inspection,complete,5210,14.4,2022-06-18,10,Replaced worn components — within tolerance
LOG-24384,AC-0110,TECH-0078,Fuel System Check,complete,2831,9.4,2022-06-18,7,Routine check completed successfully
LOG-24385,AC-0014,TECH-0160,Software Update,in_progress,1866,4.1,2022-06-18,11,Scheduled maintenance — no anomalies
LOG-24386,AC-0101,TECH-0061,Landing Gear Service,complete,4067,8.0,2022-06-18,4,Emergency repair required — grounded aircraft
LOG-24387,AC-0060,TECH-0087,Software Update,complete,1802,13.4,2022-06-18,3,
LOG-24388,AC-0043,TECH-0001,Fuel System Check,failed,5491,53.1,2022-06-18,9,
LOG-24389,AC-0055,TECH-0111,Fuel System Check,complete,2556,10.5,2022-06-18,5,
LOG-24390,AC-0109,TECH-0159,Landing Gear Service,in_progress,5138,6.0,2022-06-18,8,Scheduled maintenance — no anomalies
LOG-24391,AC-0093,TECH-0199,Avionics Check,in_progress,5415,17.7,2022-06-18,2,
LOG-24392,AC-0095,TECH-0143,Engine Inspection,pending,23144,4.4,2022-06-18,11,Follow-up inspection required within 30 days
LOG-24393,AC-0147,TECH-0070,Software Update,complete,2461,6.9,2022-06-18,5,
LOG-24394,AC-0095,TECH-0144,Software Update,failed,1548,12.3,2022-06-18,8,
LOG-24395,AC-0148,TECH-0108,Avionics Check,failed,9997,26.4,2022-06-18,8,
LOG-24396,AC-0028,TECH-0081,Structural Inspection,complete,3026,6.0,2022-06-18,9,Emergency repair required — grounded aircraft
LOG-24397,AC-0003,TECH-0093,Software Update,pending,2389,14.2,2022-06-18,2,Replaced worn components — within tolerance
LOG-24398,AC-0086,TECH-0106,Avionics Check,in_progress,6136,22.4,2022-06-18,6,Routine check completed successfully
LOG-24399,AC-0108,TECH-0072,Landing Gear Service,complete,7476,5.4,2022-06-18,2,Part ordered — awaiting delivery
LOG-24400,AC-0117,TECH-0057,Fuel System Check,complete,1604,8.0,2022-06-18,6,Emergency repair required — grounded aircraft
LOG-24401,AC-0108,TECH-0011,Tire & Brake Replacement,in_progress,2424,22.2,2022-06-18,7,
LOG-24402,AC-0015,TECH-0146,Landing Gear Service,in_progress,6340,6.1,2022-06-18,3,Replaced worn components — within tolerance
LOG-24403,AC-0062,TECH-0173,Avionics Check,failed,5916,33.8,2022-06-18,3,
LOG-24404,AC-0031,TECH-0148,Structural Inspection,pending,4139,13.9,2022-06-18,4,Part ordered — awaiting delivery
LOG-24405,AC-0026,TECH-0091,Fuel System Check,complete,3072,4.6,2022-06-18,4,Follow-up inspection required within 30 days
LOG-24406,AC-0148,TECH-0087,Hydraulic System Repair,complete,4354,5.7,2022-06-18,11,Replaced worn components — within tolerance
LOG-24407,AC-0066,TECH-0142,Structural Inspection,failed,3614,23.9,2022-06-19,11,
LOG-24408,AC-0149,TECH-0109,Avionics Check,complete,12844,14.0,2022-06-19,9,Part ordered — awaiting delivery
LOG-24409,AC-0115,TECH-0027,Structural Inspection,complete,7629,2.8,2022-06-19,2,
LOG-24410,AC-0060,TECH-0097,Landing Gear Service,complete,6469,14.0,2022-06-19,4,
LOG-24411,AC-0063,TECH-0009,Engine Inspection,complete,19057,7.9,2022-06-19,4,Routine check completed successfully
LOG-24412,AC-0101,TECH-0013,Landing Gear Service,pending,10853,6.2,2022-06-19,4,All systems nominal post-maintenance
LOG-24413,AC-0100,TECH-0173,Landing Gear Service,complete,9764,14.2,2022-06-19,8,
LOG-24414,AC-0139,TECH-0008,Hydraulic System Repair,complete,11080,15.2,2022-06-19,11,Follow-up inspection required within 30 days
LOG-24415,AC-0119,TECH-0114,Avionics Check,complete,14497,15.6,2022-06-19,0,Emergency repair required — grounded aircraft
LOG-24416,AC-0057,TECH-0056,Hydraulic System Repair,complete,10344,2.0,2022-06-19,5,Replaced worn components — within tolerance
LOG-24417,AC-0131,TECH-0097,Hydraulic System Repair,complete,13625,14.4,2022-06-19,8,Follow-up inspection required within 30 days
LOG-24418,AC-0037,TECH-0007,Tire & Brake Replacement,in_progress,3343,10.2,2022-06-19,9,Routine check completed successfully
LOG-24419,AC-0111,TECH-0077,Software Update,pending,1455,4.1,2022-06-19,3,Replaced worn components — within tolerance
LOG-24420,AC-0149,TECH-0128,Tire & Brake Replacement,complete,3893,7.9,2022-06-19,2,Follow-up inspection required within 30 days
LOG-24421,AC-0112,TECH-0143,Avionics Check,complete,11615,4.5,2022-06-19,3,Replaced worn components — within tolerance
LOG-24422,AC-0001,TECH-0184,Structural Inspection,complete,2082,4.1,2022-06-19,11,All systems nominal post-maintenance
LOG-24423,AC-0023,TECH-0104,Fuel System Check,complete,1690,3.9,2022-06-19,10,Replaced worn components — within tolerance
LOG-24424,AC-0107,TECH-0084,Engine Inspection,complete,23062,9.4,2022-06-19,7,Issue found during inspection — escalated
LOG-24425,AC-0113,TECH-0184,Hydraulic System Repair,complete,4386,9.7,2022-06-19,10,All systems nominal post-maintenance
LOG-24426,AC-0089,TECH-0037,Hydraulic System Repair,complete,9220,7.6,2022-06-19,10,Issue found during inspection — escalated
LOG-24427,AC-0135,TECH-0064,Structural Inspection,complete,5063,1.9,2022-06-19,5,Replaced worn components — within tolerance
LOG-24428,AC-0038,TECH-0017,Software Update,complete,795,4.8,2022-06-19,9,Routine check completed successfully
LOG-24429,AC-0047,TECH-0093,Avionics Check,pending,10296,14.2,2022-06-19,0,Replaced worn components — within tolerance
LOG-24430,AC-0103,TECH-0021,Landing Gear Service,complete,4655,15.3,2022-06-19,11,Scheduled maintenance — no anomalies
LOG-24431,AC-0062,TECH-0078,Structural Inspection,complete,6120,8.8,2022-06-19,0,All systems nominal post-maintenance
LOG-24432,AC-0073,TECH-0105,Landing Gear Service,failed,6878,32.3,2022-06-19,6,Issue found during inspection — escalated
LOG-24433,AC-0003,TECH-0111,Engine Inspection,pending,13256,18.0,2022-06-19,7,
LOG-24434,AC-0102,TECH-0086,Fuel System Check,complete,2944,9.6,2022-06-19,4,Emergency repair required — grounded aircraft
LOG-24435,AC-0148,TECH-0052,Software Update,complete,728,15.7,2022-06-19,1,
LOG-24436,AC-0105,TECH-0161,Hydraulic System Repair,complete,16612,2.3,2022-06-19,4,Routine check completed successfully
LOG-24437,AC-0044,TECH-0077,Engine Inspection,complete,14846,4.9,2022-06-19,9,
LOG-24438,AC-0100,TECH-0095,Software Update,complete,2774,15.2,2022-06-19,8,Scheduled maintenance — no anomalies
LOG-24439,AC-0026,TECH-0012,Landing Gear Service,complete,4343,13.3,2022-06-19,3,Follow-up inspection required within 30 days
LOG-24440,AC-0048,TECH-0096,Landing Gear Service,complete,6214,11.0,2022-06-19,2,
LOG-24441,AC-0005,TECH-0046,Landing Gear Service,complete,11397,3.5,2022-06-19,6,Issue found during inspection — escalated
LOG-24442,AC-0059,TECH-0070,Hydraulic System Repair,pending,15662,14.2,2022-06-19,9,
LOG-24443,AC-0061,TECH-0126,Avionics Check,complete,12559,1.3,2022-06-19,8,All systems nominal post-maintenance
LOG-24444,AC-0049,TECH-0071,Avionics Check,complete,8411,7.7,2022-06-19,6,Follow-up inspection required within 30 days
LOG-24445,AC-0145,TECH-0185,Tire & Brake Replacement,complete,957,11.5,2022-06-19,0,All systems nominal post-maintenance
LOG-24446,AC-0070,TECH-0020,Fuel System Check,complete,2531,12.7,2022-06-19,6,Routine check completed successfully
LOG-24447,AC-0015,TECH-0068,Software Update,failed,2780,60.6,2022-06-19,9,Routine check completed successfully
LOG-24448,AC-0001,TECH-0085,Fuel System Check,complete,4389,11.9,2022-06-19,7,Replaced worn components — within tolerance
LOG-24449,AC-0141,TECH-0044,Hydraulic System Repair,complete,4442,14.6,2022-06-19,2,Emergency repair required — grounded aircraft
LOG-24450,AC-0128,TECH-0030,Avionics Check,complete,6407,8.0,2022-06-19,10,
LOG-24451,AC-0125,TECH-0153,Software Update,complete,2043,7.1,2022-06-19,6,
LOG-24452,AC-0019,TECH-0031,Software Update,failed,1438,68.9,2022-06-19,0,Routine check completed successfully
LOG-24453,AC-0119,TECH-0127,Avionics Check,complete,14160,5.8,2022-06-20,11,
LOG-24454,AC-0064,TECH-0130,Software Update,complete,1034,3.0,2022-06-20,9,Issue found during inspection — escalated
LOG-24455,AC-0066,TECH-0182,Fuel System Check,complete,2346,4.0,2022-06-20,8,
LOG-24456,AC-0057,TECH-0014,Hydraulic System Repair,complete,9400,11.4,2022-06-20,11,Emergency repair required — grounded aircraft
LOG-24457,AC-0044,TECH-0102,Avionics Check,complete,13533,15.4,2022-06-20,6,
LOG-24458,AC-0012,TECH-0151,Fuel System Check,complete,2878,1.6,2022-06-20,4,All systems nominal post-maintenance
LOG-24459,AC-0122,TECH-0069,Fuel System Check,in_progress,2568,4.3,2022-06-20,3,Part ordered — awaiting delivery
LOG-24460,AC-0024,TECH-0180,Avionics Check,complete,11903,15.5,2022-06-20,1,Routine check completed successfully
LOG-24461,AC-0139,TECH-0123,Structural Inspection,complete,2272,7.6,2022-06-20,0,Emergency repair required — grounded aircraft
LOG-24462,AC-0001,TECH-0178,Tire & Brake Replacement,complete,2642,11.3,2022-06-20,6,Replaced worn components — within tolerance
LOG-24463,AC-0028,TECH-0199,Fuel System Check,in_progress,5933,13.7,2022-06-20,3,Issue found during inspection — escalated
LOG-24464,AC-0068,TECH-0033,Engine Inspection,complete,13538,2.8,2022-06-20,0,Part ordered — awaiting delivery
LOG-24465,AC-0105,TECH-0009,Software Update,complete,1993,5.7,2022-06-20,11,Routine check completed successfully
LOG-24466,AC-0094,TECH-0095,Engine Inspection,in_progress,15982,22.7,2022-06-20,10,Follow-up inspection required within 30 days
LOG-24467,AC-0124,TECH-0008,Engine Inspection,complete,23112,10.4,2022-06-20,7,
LOG-24468,AC-0124,TECH-0007,Structural Inspection,complete,2390,11.2,2022-06-20,9,Replaced worn components — within tolerance
LOG-24469,AC-0022,TECH-0149,Engine Inspection,complete,21354,9.5,2022-06-20,4,
LOG-24470,AC-0089,TECH-0092,Landing Gear Service,pending,6778,14.5,2022-06-20,11,Part ordered — awaiting delivery
LOG-24471,AC-0045,TECH-0053,Engine Inspection,complete,8325,5.0,2022-06-20,4,Replaced worn components — within tolerance
LOG-24472,AC-0124,TECH-0015,Tire & Brake Replacement,pending,3354,11.7,2022-06-20,0,Scheduled maintenance — no anomalies
LOG-24473,AC-0145,TECH-0200,Software Update,complete,2033,11.0,2022-06-20,0,Replaced worn components — within tolerance
LOG-24474,AC-0079,TECH-0052,Hydraulic System Repair,failed,12419,10.3,2022-06-20,2,Issue found during inspection — escalated
LOG-24475,AC-0039,TECH-0197,Engine Inspection,complete,21894,3.6,2022-06-20,8,Replaced worn components — within tolerance
LOG-24476,AC-0028,TECH-0200,Software Update,complete,1600,9.1,2022-06-20,10,Follow-up inspection required within 30 days
LOG-24477,AC-0130,TECH-0037,Tire & Brake Replacement,complete,3478,7.6,2022-06-20,8,Replaced worn components — within tolerance
LOG-24478,AC-0149,TECH-0132,Landing Gear Service,in_progress,3205,29.0,2022-06-20,5,All systems nominal post-maintenance
LOG-24479,AC-0087,TECH-0091,Engine Inspection,complete,20617,9.9,2022-06-20,4,Follow-up inspection required within 30 days
LOG-24480,AC-0135,TECH-0079,Avionics Check,complete,5524,4.1,2022-06-20,4,Replaced worn components — within tolerance
LOG-24481,AC-0052,TECH-0061,Landing Gear Service,pending,10805,7.2,2022-06-20,3,Part ordered — awaiting delivery
LOG-24482,AC-0126,TECH-0150,Hydraulic System Repair,failed,12964,70.1,2022-06-20,0,
LOG-24483,AC-0147,TECH-0177,Avionics Check,complete,9160,13.5,2022-06-20,1,All systems nominal post-maintenance
LOG-24484,AC-0073,TECH-0036,Avionics Check,failed,11758,33.4,2022-06-20,5,All systems nominal post-maintenance
LOG-24485,AC-0140,TECH-0094,Structural Inspection,complete,3783,15.8,2022-06-20,9,
LOG-24486,AC-0094,TECH-0097,Software Update,complete,1845,14.8,2022-06-20,0,Part ordered — awaiting delivery
LOG-24487,AC-0002,TECH-0191,Avionics Check,pending,12321,6.5,2022-06-20,10,Issue found during inspection — escalated
LOG-24488,AC-0017,TECH-0166,Tire & Brake Replacement,complete,1161,7.7,2022-06-20,11,
LOG-24489,AC-0125,TECH-0040,Engine Inspection,complete,9360,7.4,2022-06-20,8,Part ordered — awaiting delivery
LOG-24490,AC-0131,TECH-0064,Avionics Check,in_progress,13965,5.3,2022-06-20,6,Routine check completed successfully
LOG-24491,AC-0021,TECH-0196,Avionics Check,complete,13485,11.9,2022-06-20,9,All systems nominal post-maintenance
